1059932491	20220824	202208	2022	2022.6411	IGOUNOIAE	IAEA		UNO				IGO													1	090	090	09	2	-2.0	2	1	2	-7.25593667546174	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20220824071500	https://www.koreatimes.co.kr/www/opinion/2022/08/797_334920.html
1059932492	20220824	202208	2022	2022.6411	IMGKASMOS	JAMMU KASHMIR LIBERATION FRONT				MOS		IMG													1	071	071	07	2	7.4	10	1	10	-3.75586854460094	0								0								0								20220824071500	https://timesofindia.indiatimes.com/city/jammu/warrant-against-mehbooba-sister-in-1989-kidnap-case/articleshow/93741561.cms
1059932493	20220824	202208	2022	2022.6411	IND	BIHAR	IND																		0	122	122	12	3	-4.0	3	1	3	-3.08880308880309	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220824071500	https://news.webindia123.com/news/Articles/India/20220824/3976194.html
1059932494	20220824	202208	2022	2022.6411	IND	BIHAR	IND																		1	190	190	19	4	-10.0	5	1	5	-3.08880308880309	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824071500	https://news.webindia123.com/news/Articles/India/20220824/3976194.html
1059932495	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								BUS	INVESTOR						BUS			1	051	051	05	1	3.4	6	1	6	1.50375939849624	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220824071500	https://www.shanghaisun.com/news/272663903/martial-arts-enthusiast-runs-training-class-for-local-children-in-e-china
1059932496	20220824	202208	2022	2022.6411	IND	MUMBAI	IND								BUS	COMPANIES						BUS			1	112	112	11	3	-2.0	6	1	6	-6.73575129533679	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://timesofindia.indiatimes.com/business/india-business/no-evidence-of-indian-companies-circumventing-russian-sanctions-us-official/articleshow/93746837.cms
1059932497	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	1	1	1	0.90909090909091	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://news.webindia123.com/news/Articles/World/20220824/3976211.html
1059932498	20220824	202208	2022	2022.6411	IND	KARNATAKA	IND								MED	MEDIA						MED			1	040	040	04	1	1.0	10	1	10	-0.70588235294118	4	Udupi, Karnataka, India	IN	IN19	70166	13.35	74.75	-2113669	4	Udupi, Karnataka, India	IN	IN19	70166	13.35	74.75	-2113669	4	Udupi, Karnataka, India	IN	IN19	70166	13.35	74.75	-2113669	20220824071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-24-2022/article65804432.ece
1059932499	20220824	202208	2022	2022.6411	IND	KERALA	IND								MED	WEBSITE						MED			1	042	042	04	1	1.9	5	1	5	-0.398406374501992	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220824071500	https://zeenews.india.com/india/kerala-kmat-2022-admit-card-released-on-cee-kerala-gov-in-session-2-exam-on-this-date-direct-link-here-2500980.html
1059932500	20220824	202208	2022	2022.6411	IND	MUMBAI	IND								RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	6	1	6	-6.73575129533679	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824071500	https://timesofindia.indiatimes.com/business/india-business/no-evidence-of-indian-companies-circumventing-russian-sanctions-us-official/articleshow/93746837.cms
1059932501	20220824	202208	2022	2022.6411	INDBUS	TAMIL NADU	IND					BUS			LKA	SRI LANKAN	LKA								0	046	046	04	1	7.0	10	1	10	-1.31040131040131	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20220824071500	http://slguardian.org/interview-we-are-ready-to-facilitate-negotiations/
1059932502	20220824	202208	2022	2022.6411	INDCOP	SRINAGAR	IND					COP			JUD	LAWYER						JUD			1	190	190	19	4	-10.0	10	1	10	-4.41176470588235	0								0								0								20220824071500	https://menafn.com/1104745667/Babar-Qadris-Murder-Police-Raid-Residences-Of-3-Lawyers-In-Srinagar
1059932503	20220824	202208	2022	2022.6411	INDCOP	JAMMU AND KASHMIR	IND					COP			UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	2	1	2	-6.84596577017115	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20220824071500	https://news.webindia123.com/news/Articles/India/20220824/3976214.html
1059932504	20220824	202208	2022	2022.6411	INDGOV	BIHAR	IND					GOV			LEG	STATE ASSEMBLY						LEG			1	014	014	01	1	0.0	10	1	10	0	0								0								0								20220824071500	https://www.indiatvnews.com/news/india/bihar-floor-test-speaker-vijay-kumar-sinha-resigns-from-post-2022-08-24-802536
1059932505	20220824	202208	2022	2022.6411	INDGOV	NEW DELHI	IND					GOV			USA	THE US	USA								0	040	040	04	1	1.0	2	1	2	0.90909090909091	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824071500	https://news.webindia123.com/news/Articles/World/20220824/3976211.html
1059932506	20220824	202208	2022	2022.6411	INDGOV	NEW DELHI	IND					GOV			USA	THE US	USA								0	040	040	04	1	1.0	4	1	4	0.90909090909091	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824071500	https://news.webindia123.com/news/Articles/World/20220824/3976211.html
1059932507	20220824	202208	2022	2022.6411	INDHLH	SRINAGAR	IND					HLH													0	043	043	04	1	2.8	10	1	10	-6.84596577017115	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	0								4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20220824071500	https://news.webindia123.com/news/Articles/India/20220824/3976214.html
1059932508	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL																		1	051	051	05	1	3.4	1	1	1	2.78884462151394	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	0								4	Killabban, Laois, Ireland	EI	EI15	18293	52.9133	-6.975	406575	20220824071500	https://carlow-nationalist.ie/2022/08/24/mass-in-local-monastery-the-first-in-almost-four-centuries/
1059932509	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL																		1	051	051	05	1	3.4	3	1	3	2.78884462151394	4	Killabban, Laois, Ireland	EI	EI15	18293	52.9133	-6.975	406575	0								4	Killabban, Laois, Ireland	EI	EI15	18293	52.9133	-6.975	406575	20220824071500	https://carlow-nationalist.ie/2022/08/24/mass-in-local-monastery-the-first-in-almost-four-centuries/
1059932510	20220824	202208	2022	2022.6411	IRN	IRAN	IRN																		1	015	015	01	1	0.0	4	1	4	-4.11522633744856	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932511	20220824	202208	2022	2022.6411	IRN	IRAN	IRN																		1	015	015	01	1	0.0	8	2	8	-5.58546796434968	1	Israel	IS	IS		31.5	34.75	IS	0								4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20220824071500	https://www.wfmz.com/news/us-airstrikes-target-militia-controlled-areas-in-east-syria/article_699c1f00-380f-56d6-bc2c-1c7f0e59f876.html
1059932512	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	043	043	04	1	2.8	1	1	1	-4.11522633744856	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932513	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								IRQ	IRAQ	IRQ								1	043	043	04	1	2.8	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932514	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								IRQGOV	IRAQ	IRQ					GOV			1	043	043	04	1	2.8	1	1	1	-4.11522633744856	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932515	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								IRQGOV	IRAQ	IRQ					GOV			1	043	043	04	1	2.8	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932516	20220824	202208	2022	2022.6411	IRN	IRANIAN	IRN								SYR	SYRIA	SYR								1	195	195	19	4	-10.0	8	1	8	1.21951219512195	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220824071500	http://www.chinaview.cn/20220824/1e3ff96eea4c41ef97db296ce2ca0be6/c.html
1059932517	20220824	202208	2022	2022.6411	IRNMOS	IRAN	IRN			MOS															1	190	190	19	4	-10.0	5	1	5	1.21951219512195	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20220824071500	http://www.chinaview.cn/20220824/1e3ff96eea4c41ef97db296ce2ca0be6/c.html
1059932518	20220824	202208	2022	2022.6411	IRNMOS	IRAN	IRN			MOS					IRN	IRAN	IRN								1	190	190	19	4	-10.0	5	1	5	1.21951219512195	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220824071500	http://www.chinaview.cn/20220824/1e3ff96eea4c41ef97db296ce2ca0be6/c.html
1059932519	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								1	042	042	04	1	1.9	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932520	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ								IRN	IRAN	IRN								1	042	042	04	1	1.9	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932521	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ								IRQGOV	IRAQI	IRQ					GOV			1	051	051	05	1	3.4	2	1	2	-4.11522633744856	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932522	20220824	202208	2022	2022.6411	IRQGOV	IRAQ	IRQ					GOV			IRN	IRAN	IRN								1	042	042	04	1	1.9	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932523	20220824	202208	2022	2022.6411	IRQGOV	IRAQ	IRQ					GOV			IRN	IRAN	IRN								1	042	042	04	1	1.9	1	1	1	-4.11522633744856	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932524	20220824	202208	2022	2022.6411	IRQGOV	IRAQ	IRQ					GOV			IRQGOV	IRAQI	IRQ					GOV			1	051	051	05	1	3.4	2	1	2	-4.11522633744856	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824071500	https://tvpworld.com/61990977/if-iran-wanted-to-have-nukes-it-would-already-have-them-iranian-negotiator
1059932525	20220824	202208	2022	2022.6411	ISR	ISRAELI	ISR																		0	0231	023	02	1	3.4	10	1	10	-1.82440136830103	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220824071500	https://www.israelnationalnews.com/news/358662
1059932526	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR																		1	071	071	07	2	7.4	10	1	10	-1.82440136830103	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220824071500	https://www.israelnationalnews.com/news/358662
1059932527	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR																		1	112	112	11	3	-2.0	2	1	2	-6.74373795761079	4	Ben Gurion, HaMerkaz, Israel	IS	IS02	18311	32.0114	34.8867	149507	0								4	Ben Gurion, HaMerkaz, Israel	IS	IS02	18311	32.0114	34.8867	149507	20220824071500	https://www.timesofisrael.com/four-years-after-fleeing-to-morocco-israeli-fugitive-arrested-at-ben-gurion-airport/
1059932528	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								GOV	MINISTRY						GOV			1	071	071	07	2	7.4	4	1	4	-1.82440136830103	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824071500	https://www.israelnationalnews.com/news/358662
1059932529	20220824	202208	2022	2022.6411	ISR	ISRAELI	ISR								MAR	MOROCCO	MAR								1	080	080	08	2	5.0	7	1	7	-6.74373795761079	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824071500	https://www.timesofisrael.com/four-years-after-fleeing-to-morocco-israeli-fugitive-arrested-at-ben-gurion-airport/
1059932530	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								MAR	RABAT	MAR								0	173	173	17	4	-5.0	6	1	6	-6.74373795761079	4	Rishon Lezion, HaMerkaz, Israel	IS	IS02	18311	31.9642	34.8044	-781232	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rishon Lezion, HaMerkaz, Israel	IS	IS02	18311	31.9642	34.8044	-781232	20220824071500	https://www.timesofisrael.com/four-years-after-fleeing-to-morocco-israeli-fugitive-arrested-at-ben-gurion-airport/
1059932531	20220824	202208	2022	2022.6411	ITACOP	ITALIAN	ITA					COP			BUS	BUSINESS						BUS			1	1711	171	17	4	-9.2	3	1	3	-4.43262411347518	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824071500	https://www.israelnationalnews.com/news/358661
1059932532	20220824	202208	2022	2022.6411	JOR	AMMAN	JOR																		1	036	036	03	1	4.0	7	1	7	4.54545454545455	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220824071500	https://zeenews.india.com/railways/irctc-indian-railways-special-south-india-tour-package-introduced-to-cover-these-places-at-rs-49550-2500958.html
1059932533	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR																		1	042	042	04	1	1.9	1	1	1	4.54545454545455	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220824071500	https://zeenews.india.com/railways/irctc-indian-railways-special-south-india-tour-package-introduced-to-cover-these-places-at-rs-49550-2500958.html
1059932534	20220824	202208	2022	2022.6411	JPN	TOKYO	JPN																		1	014	014	01	1	0.0	8	1	8	1.26582278481012	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824071500	https://www.bssnews.net/international/78637
1059932535	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	014	014	01	1	0.0	10	1	10	1.26582278481012	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20220824071500	https://www.bssnews.net/international/78637
1059932536	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								USAMED	REUTERS	USA					MED			1	172	172	17	4	-5.0	7	1	7	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824071500	https://newsinfo.inquirer.net/1652490/japan-to-waive-pre-departure-covid-tests-for-vaccinated-travelers
1059932537	20220824	202208	2022	2022.6411	JUD	COUNSEL						JUD													1	010	010	01	1	0.0	30	3	30	1.72581181773005	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	0								4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20220824071500	https://organiser.org/2022/08/24/92159/bharat/minor-girls-can-marry-without-parents-consent-under-muslim-laws-pocso-act-will-not-apply-to-husband-delhi-high-court/
1059932538	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD													0	012	012	01	1	-0.4	10	1	10	-1.64383561643836	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20220824071500	https://www.investing.com/news/stock-market-news/indias-ndtv-rises-5-as-adani-unit-looks-to-buy-out-2878683
1059932539	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													1	071	071	07	2	7.4	3	1	3	-9.24092409240924	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20220824071500	https://www.thejournal.ie/shooting-suspect-euthanasia-in-spain-5847879-Aug2022/
1059932540	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD													1	081	081	08	2	5.0	6	1	6	-1.98198198198199	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824071500	https://www.premiumtimesng.com/news/headlines/550318-inibehe-effiongs-conviction-travesty-of-justice-amnesty-international.html
1059932541	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													1	1712	171	17	4	-9.2	5	1	5	-4.83870967741936	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824071500	https://timesofindia.indiatimes.com/india/how-twin-towers-indias-tallest-to-be-razed-will-bite-the-dust-in-9-seconds/articleshow/93688993.cms
1059932542	20220824	202208	2022	2022.6411	JUD	JUDICIAL SYSTEM						JUD													1	173	173	17	4	-5.0	10	1	10	-4.63917525773195	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220824071500	https://www.thehindu.com/news/cities/mumbai/bilkis-case-remission-does-not-mean-they-are-not-guilty-why-felicitate-them-asks-former-judge/article65802275.ece
1059932543	20220824	202208	2022	2022.6411	JUD	FEDERAL COURT						JUD													0	173	173	17	4	-5.0	3	1	3	-6.158357771261	3	San Marcos, California, United States	US	USCA	CA073	33.1434	-117.166	1661388	0								3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20220824071500	https://www.sandiegouniontribune.com/news/public-safety/story/2022-08-23/fallbrook-deputies-arrest-man-find-6-molotov-cocktails-in-his-vehicle
1059932544	20220824	202208	2022	2022.6411	JUD	FEDERAL COURT						JUD													0	173	173	17	4	-5.0	1	1	1	-6.158357771261	3	Riverside County, California, United States	US	USCA	CA065	33.7334	-116.051	277297	0								3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	20220824071500	https://www.sandiegouniontribune.com/news/public-safety/story/2022-08-23/fallbrook-deputies-arrest-man-find-6-molotov-cocktails-in-his-vehicle
1059932545	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			COPSPY	ARMED POLICE						COP	SPY		1	010	010	01	1	0.0	4	1	4	-1.98198198198199	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824071500	https://www.premiumtimesng.com/news/headlines/550318-inibehe-effiongs-conviction-travesty-of-justice-amnesty-international.html
