1059980340	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			0	111	111	11	3	-2.0	4	1	4	-0.5940594059406	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824134500	https://www.bbc.co.uk/news/education-62659051
1059980341	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR								FRA	LORRAINE	FRA								1	046	046	04	1	7.0	4	1	4	0.23364485981308	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824134500	https://www.gazettelive.co.uk/whats-on/whats-on-news/dame-deborah-james-posthumously-published-24841326
1059980342	20220817	202208	2022	2022.6219	GOVEDU	EDUCATION SECRETARY						GOV	EDU		EDU	STUDENT						EDU			0	111	111	11	3	-2.0	3	1	3	-0.5940594059406	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824134500	https://www.bbc.co.uk/news/education-62659051
1059980343	20220817	202208	2022	2022.6219	MED	PUBLICATION						MED			FRA	LORRAINE	FRA								1	046	046	04	1	7.0	6	1	6	0.23364485981308	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824134500	https://www.gazettelive.co.uk/whats-on/whats-on-news/dame-deborah-james-posthumously-published-24841326
1059980344	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	020	020	02	1	3.0	10	1	10	5.30973451327434	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824134500	https://www.travpr.com/pr-103069-top-luxury-tour-operators.html
1059980345	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	3	1	3	1.03950103950104	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824134500	https://willamette.edu/news/library/2022/08/saraa-green-mba.html
1059980346	20220824	202208	2022	2022.6411											BUS	BANK						BUS			0	042	042	04	1	1.9	1	1	1	-1.75685172171469	0								1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	20220824134500	https://www.bbc.com/news/uk-wales-62632177
1059980347	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	046	046	04	1	7.0	8	1	8	-6.38766519823789	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824134500	https://www.arabnews.com/node/2149351/media
1059980348	20220824	202208	2022	2022.6411											BUS	BOSS						BUS			1	141	141	14	3	-6.5	10	1	10	-1.13207547169811	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220824134500	https://zeenews.india.com/india/nitish-kumar-wins-trust-vote-in-bihar-assembly-attacks-former-ally-bjp-for-doing-nothing-except-publicity-2501196.html
1059980349	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	062	062	06	2	7.4	2	1	2	0	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824134500	https://mishpacha.com/grand-finale/
1059980350	20220824	202208	2022	2022.6411											CANGOV	CANADA	CAN					GOV			0	100	100	10	3	-5.0	1	1	1	-6.50406504065041	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220824134500	https://economictimes.indiatimes.com/news/international/us/sherriffs-deputy-highway-patrol-trooper-killed-in-helicopter-crash-in-tennessee/articleshow/93757645.cms
1059980351	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	042	042	04	1	1.9	10	1	10	-3.42261904761905	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824134500	https://www.newburyportnews.com/news/local_news/invasive-pest-killing-citys-ash-trees/article_4e90e2e0-22f6-11ed-abb3-8f421bcdc8d4.html
1059980352	20220824	202208	2022	2022.6411											COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	042	042	04	1	1.9	5	1	5	-4.14507772020726	0								1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220824134500	https://www.voanews.com/a/ebola-vaccinations-in-east-congo-to-start-on-thursday-after-new-case-/6714506.html
1059980353	20220824	202208	2022	2022.6411											COP	PRISON						COP			0	042	042	04	1	1.9	6	1	6	-6.34517766497462	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220824134500	https://www.necn.com/tag/whitey-bulger/
1059980354	20220824	202208	2022	2022.6411											CRM	ROBBER						CRM			1	043	043	04	1	2.8	10	1	10	-6.14525139664805	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20220824134500	https://www.nagpurtoday.in/goon-robs-elderly-woman-at-knife-point-at-her-house-in-nandanvan/08241418
1059980355	20220824	202208	2022	2022.6411											CRM	CRIMINAL						CRM			0	100	100	10	3	-5.0	6	1	6	-4.84581497797357	0								5	Zambales, Zambales, Philippines	RP	RP64	24225	15.3333	120.167	-2460318	5	Zambales, Zambales, Philippines	RP	RP64	24225	15.3333	120.167	-2460318	20220824134500	https://newsinfo.inquirer.net/1652586/zubiri-2-individuals-posing-as-politicians-who-tried-to-extort-p50000-from-him-arrested
1059980356	20220824	202208	2022	2022.6411											CRM	GANG						CRM			0	173	173	17	4	-5.0	6	1	6	0.97323600973236	0								1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20220824134500	https://www.dailymail.co.uk/sport/sportsnews/article-11140867/Man-United-set-24-hour-security-70m-signing-Casemiro.html
1059980357	20220824	202208	2022	2022.6411											CVL	SETTLEMENT						CVL			1	042	042	04	1	1.9	5	1	5	0.90771558245083	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824134500	https://www.mondaq.com/real-estate/1223998/land-rights-acquisition-by-the-investor
1059980358	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	112	112	11	3	-2.0	6	1	6	-4.81253497481813	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824134500	https://www.foxnews.com/politics/florida-gov-desantis-targeted-false-viral-claims-2024-speculation
1059980359	20220824	202208	2022	2022.6411											EDU	PROFESSOR						EDU			0	042	042	04	1	1.9	5	1	5	-0.42492917847025	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824134500	https://www.iol.co.za/sundayindependent/analysis/address-pressing-challenges-and-ditch-cosmetic-changes-945ae1d3-b2a8-4d4e-bcb5-ac5a6a342d15
1059980360	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	12	2	12	1.93661971830986	0								3	Alachua, Florida, United States	US	USFL	FL001	29.7516	-82.4248	307629	3	Alachua, Florida, United States	US	USFL	FL001	29.7516	-82.4248	307629	20220824134500	https://www.newschief.com/story/news/politics/elections/2022/08/24/gov-ron-desantis-helps-florida-school-board-candidates-win-advance/7880979001/
1059980361	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	3.39302544769085	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20220824134500	https://www.nationthailand.com/business/pr-news/40019322
1059980362	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	125	125	12	3	-5.0	10	1	10	-0.5940594059406	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824134500	https://www.bbc.co.uk/news/education-62659051
1059980363	20220824	202208	2022	2022.6411											EDU	COLLEGE						EDU			0	190	190	19	4	-10.0	3	1	3	-3.11004784688995	0								3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220824134500	https://www.gopusa.com/crist-wins-democrat-primary-will-challenge-desantis-for-governor/
1059980364	20220824	202208	2022	2022.6411											ELI	ACTOR						ELI			1	040	040	04	1	1.0	10	1	10	3.28330206378987	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824134500	https://www.theatermania.com/off-broadway/news/hal-linden-bernie-kopell-ed-weinberger-interview_94207.html
1059980365	20220824	202208	2022	2022.6411											FRA	PARIS	FRA								0	042	042	04	1	1.9	6	1	6	0.38816108685104	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220824134500	https://www.gamesradar.com/top-gun-maverick-tom-cruise-miles-terller-making-of/
1059980366	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	10	1	10	0.30895983522142	0								4	Tolmount, United Kingdom (general), United Kingdom	UK	UK00	40177	56.9	-3.3	-2609943	4	Tolmount, United Kingdom (general), United Kingdom	UK	UK00	40177	56.9	-3.3	-2609943	20220824134500	https://www.businessgreen.com/news/4055234/analysis-energy-giants-investing-fraction-profits-renewables
1059980367	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	025	025	02	1	-0.3	4	1	4	-1.75685172171469	0								4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20220824134500	https://www.bbc.com/news/uk-wales-62632177
1059980368	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	4	1	4	0.65359477124183	0								5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20220824134500	https://www.her.ie/news/missing-student-nurse-owami-davies-found-alive-and-well-562736
1059980369	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	6	1	6	-1.75685172171469	0								4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20220824134500	https://www.bbc.com/news/uk-wales-62632177
1059980370	20220824	202208	2022	2022.6411											GHA	ACCRA	GHA								1	040	040	04	1	1.0	7	1	7	1.42566191446028	0								5	Greater Accra Region, Greater Accra, Ghana	GH	GH01	190724	5.75	0	-2073484	4	Abokobi, Ghana (general), Ghana	GH	GH00	190654	5.7341	-0.206245	-2067772	20220824134500	https://www.ghanaiantimes.com.gh/abokobi-rural-bank-posts-330-per-cent-profit-for-2021/
1059980371	20220824	202208	2022	2022.6411											GHA	ACCRA	GHA								1	040	040	04	1	1.0	3	1	3	1.42566191446028	0								5	Greater Accra Region, Greater Accra, Ghana	GH	GH01	190724	5.75	0	-2073484	5	Greater Accra Region, Greater Accra, Ghana	GH	GH01	190724	5.75	0	-2073484	20220824134500	https://www.ghanaiantimes.com.gh/abokobi-rural-bank-posts-330-per-cent-profit-for-2021/
1059980372	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	6	1	6	2.95454545454546	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220824134500	http://thepeninsulaqatar.com/article/24/08/2022/amir-holds-official-talks-with-pakistan-prime-minister
1059980373	20220824	202208	2022	2022.6411											GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	6	1	6	-2.10593490746649	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824134500	https://www.972mag.com/mizrahi-graves-yemenite-israel/
1059980374	20220824	202208	2022	2022.6411											GOV	PRINCE						GOV			1	043	043	04	1	2.8	1	1	1	0.80296479308215	0								3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	3	San Fernando Valley, California, United States	US	USCA		34.1819	-118.36	273472	20220824134500	https://www.latimes.com/california/story/2022-08-24/meghan-prince-harry-adopt-beagle-rescued-from-virginia-plant
1059980375	20220824	202208	2022	2022.6411											GOV	MAYOR						GOV			1	043	043	04	1	2.8	10	1	10	1.61943319838057	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220824134500	https://www.sfgate.com/news/article/Ex-NYC-mayor-de-Blasio-heads-to-Harvard-as-17394699.php
1059980376	20220824	202208	2022	2022.6411											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	1.89633375474083	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824134500	https://baltimorepostexaminer.com/md-chamber-of-commerce-ceo-stimulus-bill-is-critical-to-small-businesses/2020/04/24
1059980377	20220824	202208	2022	2022.6411											GOV	MAYOR						GOV			1	043	043	04	1	2.8	10	1	10	2.5	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824134500	https://www.fbherald.com/news/ex-nyc-mayor-de-blasio-heads-to-harvard-as-teaching-fellow/article_4f5b5bec-53a4-592d-a047-d404939fa74e.html
1059980378	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	5	1	5	-0.90439276485788	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824134500	https://www.bluemountaineagle.com/news/drazan-makes-case-for-governorship/article_671392bc-2239-11ed-bc91-efa557fd180c.html
1059980379	20220824	202208	2022	2022.6411											GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	1	1	1	4.05797101449275	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824134500	https://apnews.com/press-release/pr-newswire/religion-philanthropy-raleigh-6b15e9d330fa6195f33cb080c8e7091c
1059980380	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	3	1	3	-1.56971375807941	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824134500	https://www.rte.ie/news/2022/0824/1318534-energy-security/
1059980381	20220824	202208	2022	2022.6411											GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	2	1	2	-1.56971375807941	0								5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	20220824134500	https://www.rte.ie/news/2022/0824/1318534-energy-security/
1059980382	20220824	202208	2022	2022.6411											GOV	PRIME MINISTER						GOV			1	112	112	11	3	-2.0	6	1	6	-6.29722921914358	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824134500	https://sputniknews.com/20220824/pakistan-govt-to-order-imran-khans-arrest-if-his-bail-is-rejected-interior-minister-warns-1099928251.html
1059980383	20220824	202208	2022	2022.6411											GRC	GREECE	GRC								1	010	010	01	1	0.0	2	1	2	-1.48063781321184	0								4	Chania, Perifereia Thessalias, Greece	GR	GR64	16723	39.4439	21.555	-820169	4	Chania, Perifereia Thessalias, Greece	GR	GR64	16723	39.4439	21.555	-820169	20220824134500	https://www.in.gr/2022/08/24/english-edition/retail-fragile-balances-supermarket-groups-dance-deals/
1059980384	20220824	202208	2022	2022.6411											GRC	GREECE	GRC								1	040	040	04	1	1.0	4	1	4	-1.48063781321184	0								4	Pieria, Perifereia Kentrikis Makedonias, Greece	GR	GR59	16701	40.2958	22.4382	-826208	4	Pieria, Perifereia Kentrikis Makedonias, Greece	GR	GR59	16701	40.2958	22.4382	-826208	20220824134500	https://www.in.gr/2022/08/24/english-edition/retail-fragile-balances-supermarket-groups-dance-deals/
1059980385	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-8.75	0								4	Umred, Maharashtra, India	IN	IN16	17771	20.85	79.3333	-2113815	4	Umred, Maharashtra, India	IN	IN16	17771	20.85	79.3333	-2113815	20220824134500	https://www.nagpurtoday.in/woman-hires-killers-to-eliminate-husband-in-nagpur-arrested/08241423
1059980386	20220824	202208	2022	2022.6411											IRL	IRELAND	IRL								1	036	036	03	1	4.0	4	1	4	4.64601769911505	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824134500	https://www.corkindependent.com/2022/08/24/brend-ing-a-helping-hand/
1059980387	20220824	202208	2022	2022.6411											IRL	CORK	IRL								0	036	036	03	1	4.0	10	1	10	5.22222222222223	0								5	Cork City, Cork, Ireland	EI	EI32	18286	51.8976	-8.46773	10932352	5	Cork City, Cork, Ireland	EI	EI32	18286	51.8976	-8.46773	10932352	20220824134500	https://www.corkindependent.com/2022/08/24/plan-to-help-shape-the-city/
1059980388	20220824	202208	2022	2022.6411											IRL	GALWAY	IRL								1	0874	087	08	2	10.0	5	1	5	2.72727272727273	0								3	Watsonville, California, United States	US	USCA	CA087	36.9102	-121.757	1660138	3	Watsonville, California, United States	US	USCA	CA087	36.9102	-121.757	1660138	20220824134500	https://www.her.ie/travel/inside-galway-castle-made-demand-homes-list-562746
1059980389	20220824	202208	2022	2022.6411											ISRGOV	ISRAEL	ISR					GOV			0	042	042	04	1	1.9	2	1	2	-2.10593490746649	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824134500	https://www.972mag.com/mizrahi-graves-yemenite-israel/
1059980390	20220824	202208	2022	2022.6411											ITA	ITALY	ITA								0	033	033	03	1	5.2	4	1	4	0.64655172413793	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220824134500	http://www.marxist.com/sri-lanka-protestiamo-contro-la-repressione-di-ranil-abrogare-la-pta.htm
1059980391	20220824	202208	2022	2022.6411											JEWCVL	JEWISH				JEW		CVL			1	042	042	04	1	1.9	3	1	3	-3.06748466257668	0								4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	1	Russia	RS	RS		60	100	RS	20220824134500	https://www.israelnationalnews.com/news/358676
1059980392	20220824	202208	2022	2022.6411											JUD	LAWYER						JUD			0	020	020	02	1	3.0	10	1	10	-2.8391167192429	0								3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20220824134500	https://www.nashvillescene.com/news/citylimits/what-public-school-students-should-know-about-interacting-with-police/article_b328c540-22f8-11ed-ab71-473aa8f8b4de.html
1059980393	20220824	202208	2022	2022.6411											JUD	JUDGE						JUD			1	173	173	17	4	-5.0	3	1	3	0	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220824134500	https://mishpacha.com/grand-finale/
1059980394	20220824	202208	2022	2022.6411											KEN	KENYA	KEN								0	190	190	19	4	-10.0	2	1	2	-8.22368421052632	0								4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824134500	https://www.ghanaiantimes.com.gh/kenya-election-official-dies-in-unclear-circumstances/
1059980395	20220824	202208	2022	2022.6411											KENGOV	RAILA ODINGA	KEN					GOV			0	100	100	10	3	-5.0	5	1	5	-8.22368421052632	0								4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824134500	https://www.ghanaiantimes.com.gh/kenya-election-official-dies-in-unclear-circumstances/
1059980396	20220824	202208	2022	2022.6411											KENGOV	RAILA ODINGA	KEN					GOV			0	120	120	12	3	-4.0	5	1	5	-8.22368421052632	0								4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824134500	https://www.ghanaiantimes.com.gh/kenya-election-official-dies-in-unclear-circumstances/
1059980397	20220824	202208	2022	2022.6411											LAB	WORKER						LAB			1	036	036	03	1	4.0	5	1	5	-4.12844036697248	0								4	Folkestone, Kent, United Kingdom	UK	UKG5	40117	51.0833	1.18333	-2596358	4	Folkestone, Kent, United Kingdom	UK	UKG5	40117	51.0833	1.18333	-2596358	20220824134500	https://www.cbsnews.com/news/eurotunnel-le-shuttle-train-passengers-evacuated-tunnel-under-english-channel/
1059980398	20220824	202208	2022	2022.6411											LKA	SRI LANKA	LKA								1	051	051	05	1	3.4	4	1	4	-3.1496062992126	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824134500	https://www.wionews.com/india-news/indias-large-scale-support-for-sri-lanka-is-not-feasible-and-must-be-cautious-ex-indian-high-commissioner-509812
1059980399	20220824	202208	2022	2022.6411											LKA	SRI LANKA	LKA								1	051	051	05	1	3.4	6	1	6	-3.1496062992126	0								1	Sri Lanka	CE	CE		7	81	CE	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824134500	https://www.wionews.com/india-news/indias-large-scale-support-for-sri-lanka-is-not-feasible-and-must-be-cautious-ex-indian-high-commissioner-509812
1059980400	20220824	202208	2022	2022.6411											MED	WEBSITE						MED			0	042	042	04	1	1.9	8	1	8	-2.10593490746649	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220824134500	https://www.972mag.com/mizrahi-graves-yemenite-israel/
