1059929747	20220824	202208	2022	2022.6411	LEG	SENATOR						LEG			CRM	CRIMINAL						CRM			1	090	090	09	2	-2.0	6	1	6	3.2258064516129	3	Ohio State University, Ohio, United States	US	USOH	OH101	40.5792	-83.0902	1049664	3	Ohio State University, Ohio, United States	US	USOH		40.5792	-83.0902	1049664	3	Ohio State University, Ohio, United States	US	USOH		40.5792	-83.0902	1049664	20220824064500	https://www.meadvilletribune.com/community/reese-graduates-from-ohio-state/article_d781062e-22f7-11ed-8cc3-7b1e71d6df49.html
1059929748	20220824	202208	2022	2022.6411	LEG	SENATOR						LEG			CRM	CRIMINAL						CRM			1	090	090	09	2	-2.0	2	1	2	3.2258064516129	3	Capital Area Humane Society, Ohio, United States	US	USOH	OH049	39.9073	-82.9716	1083674	3	Capital Area Humane Society, Ohio, United States	US	USOH		39.9073	-82.9716	1083674	3	Capital Area Humane Society, Ohio, United States	US	USOH		39.9073	-82.9716	1083674	20220824064500	https://www.meadvilletribune.com/community/reese-graduates-from-ohio-state/article_d781062e-22f7-11ed-8cc3-7b1e71d6df49.html
1059929749	20220824	202208	2022	2022.6411	LEG	SENATOR						LEG			CRM	CRIMINAL						CRM			1	090	090	09	2	-2.0	2	1	2	3.2258064516129	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Capital Area Humane Society, Ohio, United States	US	USOH		39.9073	-82.9716	1083674	3	Capital Area Humane Society, Ohio, United States	US	USOH		39.9073	-82.9716	1083674	20220824064500	https://www.meadvilletribune.com/community/reese-graduates-from-ohio-state/article_d781062e-22f7-11ed-8cc3-7b1e71d6df49.html
1059929750	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG			PTY	PARTY PRESIDENT									1	036	036	03	1	4.0	4	1	4	1.58730158730158	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929751	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG			USA	AMERICAN	USA								1	036	036	03	1	4.0	10	1	10	3.3816425120773	3	Hancock County, Kentucky, United States	US	USKY	KY091	37.8501	-86.7667	516892	3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	3	Hancock County, Kentucky, United States	US	USKY		37.8501	-86.7667	516892	20220824064500	https://www.greenfieldreporter.com/2022/08/24/club-news-8/
1059929752	20220824	202208	2022	2022.6411	LEGGOV	CONGRESS						LEG	GOV												1	036	036	03	1	4.0	10	1	10	1.58730158730158	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929753	20220824	202208	2022	2022.6411	LKA	SRI LANKA	LKA																		1	043	043	04	1	2.8	2	1	2	-2.59365994236311	1	Sri Lanka	CE	CE		7	81	CE	0								1	Bangladesh	BG	BG		24	90	BG	20220824064500	https://economictimes.indiatimes.com/news/international/world-news/bangladesh-seeking-imf-loan-is-a-pragmatic-call-former-foreignsecretary/articleshow/93746826.cms
1059929754	20220824	202208	2022	2022.6411	LUX	LUXEMBOURG	LUX																		0	010	010	01	1	0.0	10	1	10	-9.64083175803402	1	Luxembourg	LU	LU		49.75	6.166667	LU	0								1	Luxembourg	LU	LU		49.75	6.166667	LU	20220824064500	https://www.lexology.com/library/detail.aspx?g=47ddf3af-91ba-48ee-8b4c-18816468bc44
1059929755	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													0	010	010	01	1	0.0	10	1	10	0.1762114537445	1	Singapore	SN	SN		1.366667	103.8	SN	0								1	Singapore	SN	SN		1.366667	103.8	SN	20220824064500	https://www.marketing-interactive.com/opinion-the-age-of-brand-cynicism
1059929756	20220824	202208	2022	2022.6411	MED	NEWSPAPER						MED													1	012	012	01	1	-0.4	10	1	10	-7.21311475409836	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20220824064500	http://www.journalismpakistan.com/calls-on-social-media-for-violence-against-journalists-a-criminal-activity-dawn
1059929757	20220824	202208	2022	2022.6411	MED	TELECOM						MED													1	020	020	02	1	3.0	10	1	10	0.64794816414687	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824064500	https://www.business-standard.com/article/economy-policy/dot-eases-security-norms-for-mobile-services-near-int-l-border-areas-122082301342_1.html
1059929758	20220824	202208	2022	2022.6411	MED	WEBSITE						MED													0	036	036	03	1	4.0	5	1	5	-1.78571428571428	5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	0								5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	20220824064500	https://www.tribute.ca/reviews/andre-rieus-2022-maastricht-concert-happy-days-are-here-again/162880/
1059929759	20220824	202208	2022	2022.6411	MED	MAGAZINE						MED													1	057	057	05	1	8.0	5	1	5	1.75438596491228	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824064500	https://wjbq.com/freeport-native-drew-taggart-of-the-chainsmokers-came-back-home-to-maine/
1059929760	20220824	202208	2022	2022.6411	MED	MEDIA						MED													1	080	080	08	2	5.0	10	1	10	2.86885245901639	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824064500	https://www.dailymail.co.uk/tvshowbiz/article-11140555/MAFS-Domenica-shuts-Olivias-claim-producers-picking-favourites.html
1059929761	20220824	202208	2022	2022.6411	MED	TELECOM						MED													1	081	081	08	2	5.0	10	1	10	0.64794816414687	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824064500	https://www.business-standard.com/article/economy-policy/dot-eases-security-norms-for-mobile-services-near-int-l-border-areas-122082301342_1.html
1059929762	20220824	202208	2022	2022.6411	MED	MAGAZINE						MED													1	111	111	11	3	-2.0	5	1	5	1.75438596491228	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824064500	https://wjbq.com/freeport-native-drew-taggart-of-the-chainsmokers-came-back-home-to-maine/
1059929763	20220824	202208	2022	2022.6411	MED	WEBSITE						MED													1	120	120	12	3	-4.0	10	1	10	-1.78571428571428	5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	0								5	Province Of Ontario, Ontario, Canada	CA	CA08	12684	50	-86	-570663	20220824064500	https://www.tribute.ca/reviews/andre-rieus-2022-maastricht-concert-happy-days-are-here-again/162880/
1059929764	20220824	202208	2022	2022.6411	MED	WEBSITE						MED			EDU	SCHOOL						EDU			0	042	042	04	1	1.9	4	1	4	-2.96052631578947	3	Clarke County, Virginia, United States	US	USVA	VA043	39.1168	-77.9664	1690562	3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929765	20220824	202208	2022	2022.6411	MED	WEBSITE						MED			EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	-2.96052631578947	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929766	20220824	202208	2022	2022.6411	MED	NEWS AGENCY						MED			ELI	ACTOR						ELI			1	010	010	01	1	0.0	10	1	10	-8.13253012048193	0								0								0								20220824064500	https://economictimes.indiatimes.com/news/india/bjp-leader-sonali-phogats-family-seek-official-investigation-in-her-death/articleshow/93744159.cms
1059929767	20220824	202208	2022	2022.6411	MED	NEWS AGENCY						MED			ELI	ACTOR						ELI			1	040	040	04	1	1.0	10	1	10	-8.13253012048193	0								0								0								20220824064500	https://economictimes.indiatimes.com/news/india/bjp-leader-sonali-phogats-family-seek-official-investigation-in-her-death/articleshow/93744159.cms
1059929768	20220824	202208	2022	2022.6411	MED	NEWS AGENCY						MED			ELI	ACTOR						ELI			1	114	114	11	3	-2.0	10	1	10	-8.13253012048193	0								0								0								20220824064500	https://economictimes.indiatimes.com/news/india/bjp-leader-sonali-phogats-family-seek-official-investigation-in-her-death/articleshow/93744159.cms
1059929769	20220824	202208	2022	2022.6411	MED	MEDIA						MED			FIN	FINLAND	FIN								1	051	051	05	1	3.4	4	1	4	-1.28913443830571	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220824064500	http://www.hngn.com/articles/243993/20220823/finnish-prime-minister-sanna-marin-support-political-backlash-private-party-drug-test.htm
1059929770	20220824	202208	2022	2022.6411	MED	MEDIA						MED			JUD	JUDGE						JUD			0	040	040	04	1	1.0	6	1	6	-7.82222222222222	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929771	20220824	202208	2022	2022.6411	MED	MEDIA						MED			JUD	JUDGE						JUD			0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929772	20220824	202208	2022	2022.6411	MED	MEDIA						MED			JUD	JUDGE						JUD			0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929773	20220824	202208	2022	2022.6411	MED	MEDIA						MED			USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929774	20220824	202208	2022	2022.6411	MED	MEDIA						MED			USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929775	20220824	202208	2022	2022.6411	MED	WEBSITE						MED			USA	GREENVILLE	USA								1	043	043	04	1	2.8	10	1	10	6.50095602294455	0								0								0								20220824064500	https://www.dailyadvocate.com/2022/08/24/bassmasters-host-bbbs-fishing-day/
1059929776	20220824	202208	2022	2022.6411	MEDLEG	MEDIA						MED	LEG												1	040	040	04	1	1.0	10	1	10	-0.5	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.business-standard.com/article/current-affairs/mask-free-travel-on-german-chancellor-s-plane-prompts-fresh-debate-122082400164_1.html
1059929777	20220824	202208	2022	2022.6411	MIL	CARRIER						MIL													0	010	010	01	1	0.0	10	1	10	-0.5	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.business-standard.com/article/current-affairs/mask-free-travel-on-german-chancellor-s-plane-prompts-fresh-debate-122082400164_1.html
1059929778	20220824	202208	2022	2022.6411	MIL	CARRIER						MIL													0	020	020	02	1	3.0	10	1	10	-0.5	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.business-standard.com/article/current-affairs/mask-free-travel-on-german-chancellor-s-plane-prompts-fresh-debate-122082400164_1.html
1059929779	20220824	202208	2022	2022.6411	MIL	COMMANDER						MIL													0	020	020	02	1	3.0	4	1	4	-2.29746070133011	1	Greece	GR	GR		39	22	GR	0								1	Greece	GR	GR		39	22	GR	20220824064500	https://www.maltatoday.com.mt/comment/editorial/118426/remote_governing_does_abela_have_a_trust_issue
1059929780	20220824	202208	2022	2022.6411	MIL	COMMANDER						MIL													0	020	020	02	1	3.0	6	1	6	-2.29746070133011	1	Malta	MT	MT		35.916667	14.433333	MT	0								1	Malta	MT	MT		35.916667	14.433333	MT	20220824064500	https://www.maltatoday.com.mt/comment/editorial/118426/remote_governing_does_abela_have_a_trust_issue
1059929781	20220824	202208	2022	2022.6411	MIL	ARMY						MIL													1	030	030	03	1	4.0	5	1	5	-1.71428571428572	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824064500	https://www.rnz.co.nz/news/national/473428/reports-say-nz-soldier-killed-in-ukraine-while-on-leave-nzdf
1059929782	20220824	202208	2022	2022.6411	MIL	AIR FORCE						MIL													1	051	051	05	1	3.4	5	1	5	-0.5	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.business-standard.com/article/current-affairs/mask-free-travel-on-german-chancellor-s-plane-prompts-fresh-debate-122082400164_1.html
1059929783	20220824	202208	2022	2022.6411	MIL	NATIONAL GUARD						MIL													0	154	154	15	4	-7.2	5	1	5	-5.53935860058309	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824064500	https://captimes.com/news/government/wisconsin-republicans-tour-kenosha-two-years-after-jacob-blake-shooting-unrest/article_0390f5e2-7a52-587c-9e1e-d8cefbf90f5e.html
1059929784	20220824	202208	2022	2022.6411	MIL	ARMED FORCES						MIL			NPLGOV	NEPAL	NPL					GOV			1	080	080	08	2	5.0	10	1	10	0.66964285714286	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338345.html
1059929785	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			SYR	SYRIA	SYR								1	190	190	19	4	-10.0	2	1	2	0	1	Iran	IR	IR		32	53	IR	1	Syria	SY	SY		35	38	SY	1	Iran	IR	IR		32	53	IR	20220824064500	https://biztoc.com/p/zasynqgu
1059929786	20220824	202208	2022	2022.6411	MMR	MYANMAR	MMR								IGOUNOREFHCR	UNHCR		UNO				IGO	REF		1	020	020	02	1	3.0	6	1	6	-0.176366843033509	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220824064500	https://saudigazette.com.sa/article/624220/World/Asia/Myanmar-Five-years-since-Rohingya-mass-exodus-UNHCR-urges-solutions
1059929787	20220824	202208	2022	2022.6411	MNCGBRMED	VODAFONE	GBR					MNC	MED		GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	5	1	5	5.17241379310345	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824064500	https://www.dorsetecho.co.uk/news/20718917.4g-mobile-coverage-upgrade-dorset-holidaymakers/
1059929788	20220824	202208	2022	2022.6411	MNCKOR	HYUNDAI	KOR					MNC													1	012	012	01	1	-0.4	6	1	6	-2.10355987055016	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824064500	https://www.wlwt.com/article/cincinnati-plaintiffs-file-class-action-lawsuit-against-kia-and-hyundai/40972932
1059929789	20220824	202208	2022	2022.6411	MNCKOR	HYUNDAI	KOR					MNC			USA	UNITED STATES	USA								1	012	012	01	1	-0.4	4	1	4	-2.10355987055016	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220824064500	https://www.wlwt.com/article/cincinnati-plaintiffs-file-class-action-lawsuit-against-kia-and-hyundai/40972932
1059929790	20220824	202208	2022	2022.6411	MNCKOR	HYUNDAI	KOR					MNC			USA	CINCINNATI	USA								1	090	090	09	2	-2.0	3	1	3	-2.10355987055016	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824064500	https://www.wlwt.com/article/cincinnati-plaintiffs-file-class-action-lawsuit-against-kia-and-hyundai/40972932
1059929791	20220824	202208	2022	2022.6411	MNCKOR	HYUNDAI	KOR					MNC			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	4	1	4	-2.10355987055016	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220824064500	https://www.wlwt.com/article/cincinnati-plaintiffs-file-class-action-lawsuit-against-kia-and-hyundai/40972932
1059929792	20220824	202208	2022	2022.6411	MNCUSAMED	MOTOROLA	USA					MNC	MED												1	042	042	04	1	1.9	10	1	10	-0.804828973843062	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824064500	https://www.gizchina.com/2022/08/23/motorola-edge-30-ultra-edge-30-fusion-india-launch-date-revealed/
1059929793	20220824	202208	2022	2022.6411	MNCUSAMED	VERIZON	USA					MNC	MED												1	128	128	12	3	-5.0	10	1	10	1.97268588770865	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824064500	https://markets.financialcontent.com/stocks/article/marketersmedia-2022-8-24-rotten-tomatoes-latest-popular-website-to-adopt-passwordless-authentication
1059929794	20220824	202208	2022	2022.6411	MNCUSAMED	GOOGLE	USA					MNC	MED		JPN	JAPAN	JPN								0	060	060	06	2	6.0	2	1	2	0.69169960474308	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220824064500	https://www.gizchina.com/2022/08/24/google-robots-are-more-human-like-can-perform-complex-tasks/
1059929795	20220824	202208	2022	2022.6411	MNCUSAMED	GOOGLE	USA					MNC	MED		JPN	JAPANESE	JPN								0	060	060	06	2	6.0	8	1	8	0.69169960474308	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	1	Japan	JA	JA		36	138	JA	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220824064500	https://www.gizchina.com/2022/08/24/google-robots-are-more-human-like-can-perform-complex-tasks/
1059929796	20220824	202208	2022	2022.6411	MOSALE	ALAWI				MOS	ALE														1	013	013	01	1	0.4	6	1	6	9.13705583756345	4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	0								4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	20220824064500	https://www.bignewsnetwork.com/news/272663991/uae-consul-general-participates-in-opening-ceremony-of-unesco-sharjah-prize-for-arab-culture-in-sao-paulo
1059929797	20220824	202208	2022	2022.6411	MOSALE	ALAWI				MOS	ALE				BRA	BRAZIL	BRA								1	051	051	05	1	3.4	2	1	2	9.13705583756345	4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	20220824064500	https://www.bignewsnetwork.com/news/272663991/uae-consul-general-participates-in-opening-ceremony-of-unesco-sharjah-prize-for-arab-culture-in-sao-paulo
1059929798	20220824	202208	2022	2022.6411	MOSSHIREL	SHIA				MOS	SHI				IRQ	BAGHDAD	IRQ								1	140	140	14	3	-6.5	2	1	2	-5.89519650655022	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220824064500	https://www.prokerala.com/news/articles/a1338355.html
1059929799	20220824	202208	2022	2022.6411	MYS	MALAYSIA	MYS								CHN	CHINA	CHN								1	020	020	02	1	3.0	10	1	10	-1.4218009478673	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824064500	https://en.vietnamplus.vn/cambodian-pm-highly-values-new-university-faculty-on-vietnamese-language/236152.vnp
